STN,YYYYMMDD,    Q 
  260,20030829,  615
  260,20030830, 1703
  260,20030831, 1150
  260,20030901, 1412
  260,20030902, 1145
  260,20030903, 1481
  260,20030904, 1444
  260,20030905, 1606
  260,20030906,  677
  260,20030907,  910
  260,20030908, 1227
  260,20030909,  941
  260,20030910,  291
  260,20030911, 1077
  260,20030912,  404
  260,20030913, 1704
  260,20030914, 1777
  260,20030915, 1441
  260,20030916, 1467
  260,20030917, 1567
  260,20030918, 1529
  260,20030919, 1230
  260,20030920, 1390
  260,20030921, 1393
  260,20030922, 1372
  260,20030923,  819
  260,20030924,  992
  260,20030925, 1492
  260,20030926, 1067
  260,20030927, 1178
  260,20030928,  294
  260,20030929,  977
  260,20030930, 1187
  260,20031001,  880
  260,20031002,  527
  260,20031003,  746
  260,20031004,  797
  260,20031005, 1084
  260,20031006,  460
  260,20031007,  397
  260,20031008,  270
  260,20031009,  357
  260,20031010,  755
  260,20031011,  388
  260,20031012, 1071
  260,20031013,  797
  260,20031014,  934
  260,20031015, 1119
  260,20031016, 1087
  260,20031017, 1083
  260,20031018,  977
  260,20031019,  918
  260,20031020,  664
  260,20031021,  298
  260,20031022,  684
  260,20031023,  961
  260,20031024,  425
  260,20031025,  421
  260,20031026,  589
  260,20031027,  853
  260,20031028,  548
  260,20031029,  651
  260,20031030,  334
  260,20031031,  305
  260,20031101,  262
  260,20031102,  298
  260,20031103,  247
  260,20031104,  572
  260,20031105,  662
  260,20031106,  685
  260,20031107,  670
  260,20031108,  620
  260,20031109,  534
  260,20031110,  441
  260,20031111,  148
  260,20031112,  341
  260,20031113,  467
  260,20031114,  166
  260,20031115,  241
  260,20031116,   80
  260,20031117,  254
  260,20031118,   54
  260,20031119,  112
  260,20031120,   61
  260,20031121,  177
  260,20031122,  206
  260,20031123,  128
  260,20031124,   46
  260,20031125,  379
  260,20031126,  156
  260,20031127,  172
  260,20031128,  427
  260,20031129,  227
  260,20031130,   66
  260,20031201,  167
  260,20031202,  160
  260,20031203,  134
  260,20031204,   40
  260,20031205,  107
  260,20031206,  288
  260,20031207,  426
  260,20031208,  405
  260,20031209,  381
  260,20031210,  355
  260,20031211,   70
  260,20031212,  168
  260,20031213,   20
  260,20031214,  249
  260,20031215,  266
  260,20031216,  201
  260,20031217,  326
  260,20031218,  364
  260,20031219,   87
  260,20031220,   40
  260,20031221,  130
  260,20031222,  274
  260,20031223,   37
  260,20031224,   38
  260,20031225,   65
  260,20031226,   51
  260,20031227,  303
  260,20031228,   41
  260,20031229,  174
  260,20031230,  169
  260,20031231,   77
  260,20040101,   71
  260,20040102,  388
  260,20040103,  217
  260,20040104,  198
  260,20040105,  141
  260,20040106,   24
  260,20040107,  102
  260,20040108,   54
  260,20040109,  107
  260,20040110,  253
  260,20040111,   91
  260,20040112,   81
  260,20040113,  159
  260,20040114,   97
  260,20040115,  205
  260,20040116,   81
  260,20040117,   74
  260,20040118,  491
  260,20040119,   50
  260,20040120,  288
  260,20040121,  505
  260,20040122,   80
  260,20040123,  319
  260,20040124,  122
  260,20040125,  437
  260,20040126,  171
  260,20040127,  289
  260,20040128,  345
  260,20040129,  305
  260,20040130,  273
  260,20040131,   48
  260,20040201,  433
  260,20040202,   68
  260,20040203,  319
  260,20040204,  205
  260,20040205,  114
  260,20040206,   64
  260,20040207,  319
  260,20040208,  423
  260,20040209,  382
  260,20040210,  242
  260,20040211,  205
  260,20040212,  280
  260,20040213,  237
  260,20040214,  304
  260,20040215,  299
  260,20040216,  334
  260,20040217,  303
  260,20040218,  416
  260,20040219,  847
  260,20040220, 1013
  260,20040221,  417
  260,20040222,  598
  260,20040223,  907
  260,20040224,  529
  260,20040225,  624
  260,20040226,  755
  260,20040227,  328
  260,20040228,  952
  260,20040229, 1051
  260,20040301,  981
  260,20040302,  748
  260,20040303,  845
  260,20040304,  741
  260,20040305,  510
  260,20040306,  472
  260,20040307,  719
  260,20040308,  952
  260,20040309,  822
  260,20040310,  218
  260,20040311,  783
  260,20040312,  736
  260,20040313,  350
  260,20040314,  831
  260,20040315,  547
  260,20040316,  425
  260,20040317, 1287
  260,20040318,  568
  260,20040319,  419
  260,20040320,  144
  260,20040321,  964
  260,20040322,  875
  260,20040323, 1191
  260,20040324,  661
  260,20040325, 1128
  260,20040326, 1037
  260,20040327, 1074
  260,20040328, 1349
  260,20040329,  966
  260,20040330, 1792
  260,20040331, 1745
  260,20040401, 1631
  260,20040402,  875
  260,20040403,  707
  260,20040404, 1230
  260,20040405,  960
  260,20040406,  937
  260,20040407, 1159
  260,20040408,  965
  260,20040409,  627
  260,20040410,  618
  260,20040411,  767
  260,20040412, 1913
  260,20040413, 1107
  260,20040414, 1676
  260,20040415, 1910
  260,20040416, 2065
  260,20040417, 1803
  260,20040418,  885
  260,20040419, 1072
  260,20040420, 2109
  260,20040421, 1336
  260,20040422, 1558
  260,20040423, 2242
  260,20040424, 1294
  260,20040425, 1998
  260,20040426, 2105
  260,20040427, 1909
  260,20040428, 1364
  260,20040429,  956
  260,20040430, 2027
  260,20040501, 1354
  260,20040502,  684
  260,20040503, 2104
  260,20040504, 1176
  260,20040505, 1829
  260,20040506, 1682
  260,20040507,  411
  260,20040508,  840
  260,20040509, 1734
  260,20040510, 1799
  260,20040511, 1522
  260,20040512, 1612
  260,20040513, 1294
  260,20040514, 1730
  260,20040515, 2495
  260,20040516, 2229
  260,20040517, 2253
  260,20040518, 2454
  260,20040519, 2584
  260,20040520, 2104
  260,20040521, 1868
  260,20040522, 1830
  260,20040523, 2597
  260,20040524, 2402
  260,20040525, 1516
  260,20040526, 2167
  260,20040527, 1096
  260,20040528, 2474
  260,20040529, 2680
  260,20040530, 1130
  260,20040531, 1778
  260,20040601, 2491
  260,20040602,  458
  260,20040603, 1904
  260,20040604,  807
  260,20040605,  920
  260,20040606, 1986
  260,20040607, 2515
  260,20040608, 2635
  260,20040609, 2145
  260,20040610, 1253
  260,20040611, 2304
  260,20040612, 1709
  260,20040613, 1895
  260,20040614, 2138
  260,20040615, 1888
  260,20040616, 1903
  260,20040617, 1096
  260,20040618, 1355
  260,20040619, 2203
  260,20040620, 2040
  260,20040621, 1647
  260,20040622, 1873
  260,20040623,  986
  260,20040624, 1022
  260,20040625, 1243
  260,20040626, 1985
  260,20040627, 1567
  260,20040628, 2278
  260,20040629, 1755
  260,20040630, 1647
  260,20040701, 1888
  260,20040702, 1554
  260,20040703, 1650
  260,20040704, 1076
  260,20040705, 2384
  260,20040706, 2693
  260,20040707, 2011
  260,20040708, 1666
  260,20040709, 1328
  260,20040710, 2452
  260,20040711, 1395
  260,20040712,  961
  260,20040713, 2116
  260,20040714, 1155
  260,20040715,  767
  260,20040716,  978
  260,20040717, 2221
  260,20040718,  922
  260,20040719, 1941
  260,20040720, 1137
  260,20040721, 1448
  260,20040722, 2328
  260,20040723, 1643
  260,20040724, 2134
  260,20040725,  797
  260,20040726, 2358
  260,20040727, 2008
  260,20040728, 1533
  260,20040729, 2522
  260,20040730, 2267
  260,20040731, 1808
  260,20040801, 1842
  260,20040802, 2175
  260,20040803, 2414
  260,20040804, 2099
  260,20040805, 1844
  260,20040806, 2053
  260,20040807, 1472
  260,20040808, 2317
  260,20040809, 2284
  260,20040810, 1067
  260,20040811, 1832
  260,20040812,  754
  260,20040813,  620
  260,20040814, 1758
  260,20040815, 1804
  260,20040816,  814
  260,20040817, 1889
  260,20040818, 1538
  260,20040819, 1342
  260,20040820,  916
  260,20040821, 1103
  260,20040822, 1650
  260,20040823, 1343
  260,20040824, 1156
  260,20040825, 1281
  260,20040826, 1339
  260,20040827,  269
  260,20040828, 1721
  260,20040829, 1116
  260,20040830, 1159
  260,20040831, 1237
  260,20040901, 1419
  260,20040902, 1890
  260,20040903, 1690
  260,20040904, 1700
  260,20040905, 1594
  260,20040906, 1836
  260,20040907, 1761
  260,20040908, 1818
  260,20040909, 1850
  260,20040910, 1644
  260,20040911,  998
  260,20040912, 1371
  260,20040913,  619
  260,20040914, 1288
  260,20040915,  800
  260,20040916, 1326
  260,20040917, 1420
  260,20040918,  773
  260,20040919, 1474
  260,20040920,  202
  260,20040921, 1013
  260,20040922,  302
  260,20040923,  605
  260,20040924,  912
  260,20040925,  677
  260,20040926,  984
  260,20040927,  897
  260,20040928,  373
  260,20040929,  859
  260,20040930,  600
  260,20041001,  407
  260,20041002,  981
  260,20041003,  667
  260,20041004,  509
  260,20041005,  477
  260,20041006,  922
  260,20041007,  767
  260,20041008,  658
  260,20041009, 1135
  260,20041010, 1195
  260,20041011, 1192
  260,20041012, 1006
  260,20041013,  763
  260,20041014,  456
  260,20041015,  795
  260,20041016,  210
  260,20041017,  270
  260,20041018,  544
  260,20041019,  898
  260,20041020,  153
  260,20041021,  895
  260,20041022,  802
  260,20041023,  103
  260,20041024,  216
  260,20041025,  434
  260,20041026,  560
  260,20041027,  650
  260,20041028,  291
  260,20041029,  634
  260,20041030,  660
  260,20041031,  225
  260,20041101,  268
  260,20041102,  193
  260,20041103,  217
  260,20041104,  357
  260,20041105,  429
  260,20041106,  296
  260,20041107,  449
  260,20041108,  219
  260,20041109,  619
  260,20041110,  149
  260,20041111,  338
  260,20041112,  238
  260,20041113,  453
  260,20041114,  519
  260,20041115,   46
  260,20041116,  104
  260,20041117,  102
  260,20041118,   64
  260,20041119,  261
  260,20041120,  283
  260,20041121,  278
  260,20041122,  130
  260,20041123,  380
  260,20041124,  425
  260,20041125,  190
  260,20041126,   95
  260,20041127,  149
  260,20041128,   78
  260,20041129,   99
  260,20041130,  185
  260,20041201,   17
  260,20041202,  340
  260,20041203,  170
  260,20041204,  116
  260,20041205,  101
  260,20041206,  135
  260,20041207,   91
  260,20041208,  177
  260,20041209,  143
  260,20041210,   47
  260,20041211,   80
  260,20041212,   63
  260,20041213,   49
  260,20041214,   44
  260,20041215,  118
  260,20041216,   57
  260,20041217,   91
  260,20041218,  158
  260,20041219,  338
  260,20041220,  377
  260,20041221,  228
  260,20041222,   17
  260,20041223,  147
  260,20041224,  266
  260,20041225,  257
  260,20041226,  355
  260,20041227,  389
  260,20041228,   74
  260,20041229,  301
  260,20041230,   35
  260,20041231,   49
  260,20050101,  167
  260,20050102,  160
  260,20050103,  147
  260,20050104,   51
  260,20050105,  149
  260,20050106,  335
  260,20050107,   91
  260,20050108,  208
  260,20050109,  280
  260,20050110,  266
  260,20050111,  265
  260,20050112,  341
  260,20050113,  222
  260,20050114,  427
  260,20050115,  471
  260,20050116,  437
  260,20050117,  132
  260,20050118,  151
  260,20050119,  461
  260,20050120,  118
  260,20050121,  290
  260,20050122,  392
  260,20050123,  412
  260,20050124,  463
  260,20050125,  449
  260,20050126,  539
  260,20050127,  176
  260,20050128,  133
  260,20050129,  296
  260,20050130,  204
  260,20050131,  133
  260,20050201,  315
  260,20050202,  301
  260,20050203,  387
  260,20050204,  406
  260,20050205,  607
  260,20050206,  684
  260,20050207,  713
  260,20050208,  687
  260,20050209,  438
  260,20050210,   44
  260,20050211,  413
  260,20050212,  128
  260,20050213,  356
  260,20050214,  395
  260,20050215,  248
  260,20050216,  677
  260,20050217,  413
  260,20050218,  172
  260,20050219,  574
  260,20050220,  680
  260,20050221,  506
  260,20050222,  446
  260,20050223,  258
  260,20050224,  531
  260,20050225,  671
  260,20050226,  240
  260,20050227,  968
  260,20050228, 1168
  260,20050301,  314
  260,20050302,  276
  260,20050303,  413
  260,20050304,  670
  260,20050305,  474
  260,20050306,  998
  260,20050307,  610
  260,20050308,  653
  260,20050309,  539
  260,20050310,  745
  260,20050311,  161
  260,20050312,  559
  260,20050313,  863
  260,20050314,  500
  260,20050315, 1070
  260,20050316, 1109
  260,20050317,  495
  260,20050318,  386
  260,20050319,  334
  260,20050320, 1259
  260,20050321, 1525
  260,20050322,  904
  260,20050323, 1511
  260,20050324, 1156
  260,20050325,  826
  260,20050326,  999
  260,20050327,  747
  260,20050328,  359
  260,20050329,  709
  260,20050330,  941
  260,20050331, 1541
  260,20050401, 1734
  260,20050402, 1930
  260,20050403, 1652
  260,20050404, 1300
  260,20050405, 1648
  260,20050406,  864
  260,20050407, 1329
  260,20050408, 1004
  260,20050409, 1019
  260,20050410,  989
  260,20050411, 2075
  260,20050412, 1662
  260,20050413,  438
  260,20050414,  945
  260,20050415, 1229
  260,20050416,  320
  260,20050417, 1714
  260,20050418, 1098
  260,20050419,  685
  260,20050420, 1161
  260,20050421, 2331
  260,20050422, 2257
  260,20050423, 2276
  260,20050424, 1805
  260,20050425, 1787
  260,20050426,  817
  260,20050427, 1880
  260,20050428, 1514
  260,20050429, 1393
  260,20050430,  881
  260,20050501, 2115
  260,20050502,  744
  260,20050503,  944
  260,20050504,  548
  260,20050505, 1633
  260,20050506, 1766
  260,20050507,  994
  260,20050508, 1794
  260,20050509, 1744
  260,20050510, 1685
  260,20050511, 1967
  260,20050512, 2316
  260,20050513, 2396
  260,20050514, 2564
  260,20050515, 1337
  260,20050516, 1069
  260,20050517, 1186
  260,20050518, 2154
  260,20050519, 1796
  260,20050520, 1474
  260,20050521, 2161
  260,20050522, 2397
  260,20050523, 2080
  260,20050524, 1113
  260,20050525, 2246
  260,20050526, 2367
  260,20050527, 2671
  260,20050528, 2601
  260,20050529, 1703
  260,20050530,  707
  260,20050531, 2352
  260,20050601, 2471
  260,20050602,  723
  260,20050603, 1641
  260,20050604, 1357
  260,20050605, 1292
  260,20050606, 1367
  260,20050607, 1604
  260,20050608, 2658
  260,20050609, 2495
  260,20050610, 1874
  260,20050611, 1728
  260,20050612, 1221
  260,20050613, 2060
  260,20050614, 2768
  260,20050615, 2099
  260,20050616, 1865
  260,20050617,  905
  260,20050618, 2848
  260,20050619, 2977
  260,20050620, 2792
  260,20050621, 2441
  260,20050622, 2692
  260,20050623, 2784
  260,20050624, 2328
  260,20050625,  961
  260,20050626, 2806
  260,20050627, 2872
  260,20050628, 2890
  260,20050629, 1823
  260,20050630, 1366
  260,20050701, 1488
  260,20050702,  786
  260,20050703, 2112
  260,20050704,  952
  260,20050705, 1405
  260,20050706, 1112
  260,20050707, 1784
  260,20050708,  966
  260,20050709, 2026
  260,20050710, 2691
  260,20050711, 2184
  260,20050712, 2619
  260,20050713, 2646
  260,20050714, 2625
  260,20050715, 1947
  260,20050716, 2214
  260,20050717, 1654
  260,20050718, 1697
  260,20050719, 1648
  260,20050720, 1400
  260,20050721,  662
  260,20050722,  779
  260,20050723, 1359
  260,20050724, 1141
  260,20050725,  898
  260,20050726,  991
  260,20050727,  771
  260,20050728, 1652
  260,20050729, 1357
  260,20050730, 1785
  260,20050731,  593
  260,20050801, 1715
  260,20050802, 2200
  260,20050803, 1525
  260,20050804, 2323
  260,20050805,  651
  260,20050806, 1610
  260,20050807, 2000
  260,20050808, 1522
  260,20050809, 1529
  260,20050810, 1494
  260,20050811,  973
  260,20050812,  799
  260,20050813, 1474
  260,20050814, 1389
  260,20050815,  606
  260,20050816, 1917
  260,20050817, 2279
  260,20050818, 2154
  260,20050819, 1075
  260,20050820,  612
  260,20050821, 1874
  260,20050822, 1293
  260,20050823,  878
  260,20050824, 1571
  260,20050825,  985
  260,20050826, 1597
  260,20050827, 1043
  260,20050828, 2027
  260,20050829, 2017
  260,20050830, 1997
  260,20050831, 1955
  260,20050901,  835
  260,20050902, 1234
  260,20050903, 1341
  260,20050904, 1883
  260,20050905, 1904
  260,20050906, 1402
  260,20050907, 1515
  260,20050908, 1673
  260,20050909, 1071
  260,20050910, 1451
  260,20050911,  370
  260,20050912, 1218
  260,20050913, 1554
  260,20050914,  424
  260,20050915,  370
  260,20050916, 1274
  260,20050917, 1435
  260,20050918, 1444
  260,20050919, 1582
  260,20050920, 1326
  260,20050921, 1445
  260,20050922, 1465
  260,20050923, 1340
  260,20050924,  972
  260,20050925,  813
  260,20050926,  705
  260,20050927,  278
  260,20050928, 1067
  260,20050929,  909
  260,20050930,  410
  260,20051001,  935
  260,20051002, 1133
  260,20051003, 1063
  260,20051004, 1037
  260,20051005,  987
  260,20051006,  585
  260,20051007, 1044
  260,20051008,  601
  260,20051009,  523
  260,20051010, 1060
  260,20051011, 1030
  260,20051012,  980
  260,20051013,  976
  260,20051014,  641
  260,20051015,  962
  260,20051016,  982
  260,20051017, 1059
  260,20051018, 1005
  260,20051019,  239
  260,20051020,  737
  260,20051021,  188
  260,20051022,  343
  260,20051023,  462
  260,20051024,   75
  260,20051025,  192
  260,20051026,  671
  260,20051027,  798
  260,20051028,  526
  260,20051029,  524
  260,20051030,  738
  260,20051031,  592
  260,20051101,  562
  260,20051102,  101
  260,20051103,  604
  260,20051104,  254
  260,20051105,  519
  260,20051106,  608
  260,20051107,  244
  260,20051108,  512
  260,20051109,  160
  260,20051110,  321
  260,20051111,  201
  260,20051112,  264
  260,20051113,  521
  260,20051114,  523
  260,20051115,   90
  260,20051116,  304
  260,20051117,  291
  260,20051118,  534
  260,20051119,  445
  260,20051120,  145
  260,20051121,  168
  260,20051122,  195
  260,20051123,   83
  260,20051124,   47
  260,20051125,    7
  260,20051126,   87
  260,20051127,  144
  260,20051128,  310
  260,20051129,  363
  260,20051130,  288
  260,20051201,  379
  260,20051202,  141
  260,20051203,  102
  260,20051204,  187
  260,20051205,  226
  260,20051206,  130
  260,20051207,  222
  260,20051208,  303
  260,20051209,  263
  260,20051210,  157
  260,20051211,   45
  260,20051212,  240
  260,20051213,  107
  260,20051214,  304
  260,20051215,  166
  260,20051216,  156
  260,20051217,  145
  260,20051218,  262
  260,20051219,  261
  260,20051220,   75
  260,20051221,  106
  260,20051222,  173
  260,20051223,  108
  260,20051224,  184
  260,20051225,  378
  260,20051226,  267
  260,20051227,  215
  260,20051228,  348
  260,20051229,  393
  260,20051230,  177
  260,20051231,   97
  260,20060101,   81
  260,20060102,  208
  260,20060103,  379
  260,20060104,  175
  260,20060105,   58
  260,20060106,  124
  260,20060107,  320
  260,20060108,  102
  260,20060109,  389
  260,20060110,  209
  260,20060111,   28
  260,20060112,   93
  260,20060113,  370
  260,20060114,  411
  260,20060115,  436
  260,20060116,  338
  260,20060117,   48
  260,20060118,  263
  260,20060119,   87
  260,20060120,   74
  260,20060121,  235
  260,20060122,  122
  260,20060123,  531
  260,20060124,  467
  260,20060125,  308
  260,20060126,  156
  260,20060127,  127
  260,20060128,  582
  260,20060129,  628
  260,20060130,  320
  260,20060131,  513
  260,20060201,  305
  260,20060202,   80
  260,20060203,  125
  260,20060204,  253
  260,20060205,   79
  260,20060206,  120
  260,20060207,  177
  260,20060208,  398
  260,20060209,  533
  260,20060210,  117
  260,20060211,  267
  260,20060212,  146
  260,20060213,  297
  260,20060214,  344
  260,20060215,  251
  260,20060216,  326
  260,20060217,  114
  260,20060218,  422
  260,20060219,  557
  260,20060220,  173
  260,20060221,  196
  260,20060222,  126
  260,20060223,  654
  260,20060224,  952
  260,20060225, 1091
  260,20060226,  813
  260,20060227,  452
  260,20060228,  536
  260,20060301,  593
  260,20060302, 1003
  260,20060303,  646
  260,20060304,  958
  260,20060305,  952
  260,20060306, 1103
  260,20060307,  919
  260,20060308,  131
  260,20060309,  309
  260,20060310,  341
  260,20060311,  507
  260,20060312, 1383
  260,20060313, 1449
  260,20060314, 1132
  260,20060315, 1440
  260,20060316,  268
  260,20060317,  409
  260,20060318, 1287
  260,20060319,  563
  260,20060320, 1118
  260,20060321, 1247
  260,20060322, 1196
  260,20060323, 1722
  260,20060324,  593
  260,20060325,  885
  260,20060326, 1064
  260,20060327,  748
  260,20060328, 1253
  260,20060329, 1309
  260,20060330,  808
  260,20060331,  886
  260,20060401, 1251
  260,20060402, 1044
  260,20060403, 1122
  260,20060404, 1411
  260,20060405, 1666
  260,20060406, 1355
  260,20060407, 1353
  260,20060408, 1070
  260,20060409, 1990
  260,20060410, 1704
  260,20060411, 1105
  260,20060412, 1152
  260,20060413,  730
  260,20060414, 1470
  260,20060415,  899
  260,20060416, 1545
  260,20060417, 1883
  260,20060418, 1098
  260,20060419, 1031
  260,20060420, 1326
  260,20060421, 1359
  260,20060422,  411
  260,20060423, 1240
  260,20060424, 1747
  260,20060425, 1935
  260,20060426, 1120
  260,20060427, 1979
  260,20060428, 1657
  260,20060429, 1545
  260,20060430, 1606
  260,20060501,  773
  260,20060502, 2039
  260,20060503, 2049
  260,20060504, 2078
  260,20060505, 2101
  260,20060506, 2198
  260,20060507, 1850
  260,20060508, 2043
  260,20060509, 2223
  260,20060510, 2528
  260,20060511, 2510
  260,20060512, 2349
  260,20060513, 2087
  260,20060514, 2224
  260,20060515, 1494
  260,20060516, 1157
  260,20060517, 1733
  260,20060518, 1369
  260,20060519,  616
  260,20060520,  966
  260,20060521, 1042
  260,20060522, 1463
  260,20060523, 1468
  260,20060524, 1359
  260,20060525,  890
  260,20060526,  452
  260,20060527,  424
  260,20060528, 1791
  260,20060529, 2041
  260,20060530, 1991
  260,20060531,  855
  260,20060601, 1386
  260,20060602, 2586
  260,20060603, 1695
  260,20060604, 2265
  260,20060605, 2061
  260,20060606, 2483
  260,20060607, 2323
  260,20060608, 2866
  260,20060609, 2709
  260,20060610, 2839
  260,20060611, 2939
  260,20060612, 2978
  260,20060613, 2668
  260,20060614,  825
  260,20060615,  391
  260,20060616, 2356
  260,20060617, 2901
  260,20060618, 2274
  260,20060619, 1988
  260,20060620, 1900
  260,20060621,  646
  260,20060622, 1127
  260,20060623, 1412
  260,20060624, 2397
  260,20060625,  753
  260,20060626,  449
  260,20060627, 1351
  260,20060628, 2489
  260,20060629, 2802
  260,20060630, 2481
  260,20060701, 2799
  260,20060702, 2723
  260,20060703, 2913
  260,20060704, 2678
  260,20060705, 1767
  260,20060706, 2297
  260,20060707, 1311
  260,20060708, 1716
  260,20060709, 1469
  260,20060710, 2209
  260,20060711, 1375
  260,20060712, 2808
  260,20060713, 2722
  260,20060714, 2817
  260,20060715, 2845
  260,20060716, 2796
  260,20060717, 2751
  260,20060718, 2673
  260,20060719, 2670
  260,20060720, 2208
  260,20060721, 2556
  260,20060722, 1514
  260,20060723, 1789
  260,20060724, 2057
  260,20060725, 2347
  260,20060726, 2319
  260,20060727, 1081
  260,20060728, 1542
  260,20060729, 1847
  260,20060730, 1093
  260,20060731, 1756
  260,20060801, 1035
  260,20060802, 1006
  260,20060803,  976
  260,20060804, 1549
  260,20060805, 2235
  260,20060806, 2359
  260,20060807, 1471
  260,20060808, 1124
  260,20060809,  719
  260,20060810,  897
  260,20060811,  668
  260,20060812,  982
  260,20060813, 2054
  260,20060814,  706
  260,20060815,  898
  260,20060816, 1927
  260,20060817, 1274
  260,20060818, 1201
  260,20060819, 1799
  260,20060820,  794
  260,20060821, 1197
  260,20060822, 1445
  260,20060823, 1691
  260,20060824,  844
  260,20060825, 1176
  260,20060826,  912
  260,20060827, 1339
  260,20060828,  951
  260,20060829, 1400
  260,20060830, 1050
  260,20060831,  465
  260,20060901,  972
  260,20060902,  749
  260,20060903,  433
  260,20060904, 1436
  260,20060905,  648
  260,20060906, 1655
  260,20060907, 1332
  260,20060908, 1651
  260,20060909, 1874
  260,20060910, 1808
  260,20060911, 1604
  260,20060912, 1650
  260,20060913, 1521
  260,20060914, 1392
  260,20060915, 1541
  260,20060916, 1389
  260,20060917,  527
  260,20060918,  602
  260,20060919,  667
  260,20060920, 1545
  260,20060921, 1569
  260,20060922, 1263
  260,20060923,  580
  260,20060924,  834
  260,20060925,  767
  260,20060926,  577
  260,20060927, 1101
  260,20060928,  916
  260,20060929,  918
  260,20060930, 1161
  260,20061001,  614
  260,20061002,  359
  260,20061003,  648
  260,20061004,  805
  260,20061005,  907
  260,20061006,  153
  260,20061007, 1029
  260,20061008,  661
  260,20061009,  868
  260,20061010,  481
  260,20061011, 1011
  260,20061012,  414
  260,20061013,  745
  260,20061014,  718
  260,20061015,  583
  260,20061016, 1032
  260,20061017,  965
  260,20061018,  385
  260,20061019,  469
  260,20061020,  426
  260,20061021,  502
  260,20061022,  364
  260,20061023,  617
  260,20061024,  377
  260,20061025,  351
  260,20061026,  494
  260,20061027,  542
  260,20061028,  253
  260,20061029,  546
  260,20061030,  504
  260,20061031,  255
  260,20061101,  575
  260,20061102,  494
  260,20061103,  374
  260,20061104,  436
  260,20061105,  201
  260,20061106,  311
  260,20061107,  180
  260,20061108,  189
  260,20061109,  540
  260,20061110,  414
  260,20061111,  259
  260,20061112,  296
  260,20061113,  176
  260,20061114,  247
  260,20061115,  258
  260,20061116,  215
  260,20061117,  446
  260,20061118,  360
  260,20061119,  129
  260,20061120,   33
  260,20061121,  239
  260,20061122,  253
  260,20061123,   79
  260,20061124,  332
  260,20061125,  116
  260,20061126,  309
  260,20061127,  337
  260,20061128,  264
  260,20061129,  411
  260,20061130,  161
  260,20061201,  201
  260,20061202,   73
  260,20061203,   98
  260,20061204,  219
  260,20061205,   84
  260,20061206,  109
  260,20061207,   30
  260,20061208,   63
  260,20061209,  385
  260,20061210,  362
  260,20061211,   22
  260,20061212,  373
  260,20061213,  116
  260,20061214,  213
  260,20061215,  115
  260,20061216,   79
  260,20061217,  219
  260,20061218,  354
  260,20061219,  294
  260,20061220,   65
  260,20061221,   51
  260,20061222,  176
  260,20061223,   72
  260,20061224,   70
  260,20061225,   70
  260,20061226,   39
  260,20061227,   26
  260,20061228,   89
  260,20061229,  291
  260,20061230,   61
  260,20061231,  141
  260,20070101,  169
  260,20070102,  125
  260,20070103,   95
  260,20070104,  124
  260,20070105,   99
  260,20070106,  134
  260,20070107,   57
  260,20070108,  293
  260,20070109,  151
  260,20070110,   60
  260,20070111,   30
  260,20070112,  134
  260,20070113,  109
  260,20070114,  415
  260,20070115,  335
  260,20070116,   82
  260,20070117,  145
  260,20070118,   40
  260,20070119,  283
  260,20070120,  132
  260,20070121,  281
  260,20070122,  308
  260,20070123,  363
  260,20070124,  398
  260,20070125,  618
  260,20070126,  122
  260,20070127,  361
  260,20070128,   95
  260,20070129,  317
  260,20070130,  190
  260,20070131,  416
  260,20070201,  126
  260,20070202,  198
  260,20070203,  659
  260,20070204,  429
  260,20070205,  239
  260,20070206,  423
  260,20070207,  562
  260,20070208,  118
  260,20070209,  273
  260,20070210,  170
  260,20070211,  198
  260,20070212,  299
  260,20070213,  277
  260,20070214,  139
  260,20070215,  837
  260,20070216,  674
  260,20070217,  569
  260,20070218,  226
  260,20070219,  364
  260,20070220,  542
  260,20070221,  190
  260,20070222,  649
  260,20070223,  402
  260,20070224,  387
  260,20070225,  177
  260,20070226,  194
  260,20070227,  188
  260,20070228,  508
  260,20070301,  723
  260,20070302,  491
  260,20070303,  364
  260,20070304,  595
  260,20070305,  847
  260,20070306,  155
  260,20070307,  427
  260,20070308, 1090
  260,20070309,  286
  260,20070310, 1056
  260,20070311,  943
  260,20070312, 1395
  260,20070313, 1126
  260,20070314,  850
  260,20070315, 1252
  260,20070316,  557
  260,20070317,  615
  260,20070318,  851
  260,20070319,  775
  260,20070320,  972
  260,20070321,  631
  260,20070322, 1250
  260,20070323,  390
  260,20070324,  572
  260,20070325, 1301
  260,20070326, 1642
  260,20070327, 1668
  260,20070328, 1666
  260,20070329,  770
  260,20070330, 1087
  260,20070331, 1556
  260,20070401, 1790
  260,20070402, 1702
  260,20070403,  697
  260,20070404, 1939
  260,20070405, 1696
  260,20070406, 1742
  260,20070407, 1327
  260,20070408, 1951
  260,20070409, 1800
  260,20070410, 1224
  260,20070411, 1540
  260,20070412, 1923
  260,20070413, 1509
  260,20070414, 1974
  260,20070415, 2138
  260,20070416, 2048
  260,20070417, 1463
  260,20070418, 1526
  260,20070419, 2200
  260,20070420, 2028
  260,20070421, 2145
  260,20070422, 2275
  260,20070423, 1697
  260,20070424, 1402
  260,20070425, 1793
  260,20070426, 1845
  260,20070427, 2269
  260,20070428, 2305
  260,20070429, 2397
  260,20070430, 2575
  260,20070501, 2521
  260,20070502, 2564
